subject,7-up,7-down,GAD-7,BIS,BAS,SHAPS,PSWQ,Acc,Pts,WS,LS,Pers,beta,eta_p,eta_n,kappa,gad7_q01,gad7_q02,gad7_q03,gad7_q04,gad7_q05,gad7_q06,gad7_q07,gad7_q08,gad7_rt,7u7d_q01,7u7d_q02,7u7d_q03,7u7d_q04,7u7d_q05,7u7d_q06,7u7d_q07,7u7d_q08,7u7d_q09,7u7d_q10,7u7d_q11,7u7d_q12,7u7d_q13,7u7d_q14,7u7d_q15,7u7d_rt,bisbas_q01,bisbas_q02,bisbas_q03,bisbas_q04,bisbas_q05,bisbas_q06,bisbas_q07,bisbas_q08,bisbas_q09,bisbas_q10,bisbas_q11,bisbas_q12,bisbas_q13,bisbas_rt,pswq_q01,pswq_q02,pswq_q03,pswq_rt,shaps_q01,shaps_q02,shaps_q03,shaps_q04,shaps_q05,shaps_q06,shaps_q07,shaps_q08,shaps_q09,shaps_q10,shaps_q11,shaps_q12,shaps_q13,shaps_q14,shaps_q15,shaps_rt
xd78fudntrmkohbpq9cgjdik,2,16,10,7,17,16,9,0.7222222222222222,55.0,1.0,0.3142857142857143,0.2133333333333333,6.780435000000001,0.9354615,0.5858410000000001,0.2298165552215945,1,1,1,3,0,3,1,0,34.225,0,0,0,0,3,0,1,0,3,3,3,3,1,1,0,127.056,1,2,2,2,1,1,1,2,3,3,3,3,3,60.61,2,4,3,16.805,1,1,1,1,1,1,1,3,0,2,2,0,1,1,3,70.434
xe6oqx37xdawxlzrgixjkrxn,0,0,0,16,27,2,0,0.7333333333333333,63.0,0.9838709677419356,0.7037037037037037,0.1466666666666666,6.589684999999999,0.8410044999999999,0.9880255,-0.0803819510888285,0,0,0,0,0,0,0,0,31.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.76,4,4,4,4,3,2,3,4,4,4,3,4,3,44.939,0,0,0,6.299,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,54.634
xfte2nnmwo5forvvnhf147te,0,0,0,15,15,0,0,0.5777777777777777,46.0,0.9347826086956522,0.6976744186046512,0.2666666666666666,9.359625,0.245412,0.6622144999999999,-0.4592224885456738,0,0,0,0,0,0,0,0,32.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.834,4,4,4,3,1,1,1,1,2,2,4,3,3,15.831,0,0,0,5.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24.128
xlvutciogdrl2r9g45gz7ldl,2,17,11,4,21,15,8,0.3777777777777777,43.0,0.9534883720930232,0.3043478260869565,0.52,6.881045,0.8082775,0.148449,0.6896730674858488,2,3,2,2,0,0,2,0,24.198,0,2,0,0,3,0,2,0,3,3,2,3,0,1,0,90.615,1,1,1,1,3,2,2,3,2,4,3,2,3,50.159,2,3,3,13.868,3,2,1,1,1,0,0,3,0,1,2,0,0,1,3,66.006
xmcftp4w2e52rl9zsgzpyrxh,3,11,11,6,14,10,8,0.7444444444444445,61.0,0.9833333333333332,0.896551724137931,0.1466666666666666,8.426515,0.57985,0.939411,-0.236668353890477,2,2,2,1,1,2,1,0,34.121,0,1,1,1,2,0,0,0,2,3,1,1,1,1,0,151.123,2,1,2,1,1,1,1,2,2,3,2,2,3,105.147,3,2,3,7.762,1,1,1,1,0,1,1,0,1,1,0,0,1,1,3,85.322
xod95zhzmdzosg5eoygdfe35,1,6,6,5,19,16,7,0.5333333333333333,43.0,0.9285714285714286,0.9361702127659576,0.2533333333333333,4.398225,0.779574,0.91846,-0.0817922373756945,1,0,1,1,0,2,1,0,32.956,0,0,0,0,2,0,0,1,1,1,1,1,0,0,0,123.885,1,1,2,1,1,1,1,2,4,3,4,3,3,67.435,3,2,2,12.98,1,2,1,2,1,1,2,1,2,0,1,1,0,1,3,88.231
xpy7msfhii19kauw617rabm7,1,5,0,8,15,11,3,0.7111111111111111,64.0,0.984126984126984,0.5384615384615384,0.1333333333333333,6.09754,0.744821,0.6926905000000001,0.0362644055369295,0,0,0,0,0,0,0,0,13.284,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,69.538,2,2,2,2,2,2,1,2,2,2,2,2,3,42.907,1,1,1,11.396,0,1,1,0,1,1,1,1,1,0,1,1,1,1,3,41.076
xuoje6vh4hw7rm08jc79muav,1,4,5,11,18,12,8,0.6,52.0,0.8627450980392157,0.8157894736842105,0.28,3.23523,0.7835179999999999,0.6183825000000001,0.1177940231849549,1,0,2,1,0,0,1,0,42.796,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,120.506,2,3,3,3,1,1,1,3,3,3,3,3,3,72.063,3,3,2,11.313,0,1,1,0,0,2,1,2,0,0,1,2,1,1,0,62.888
xus1hcgd5jscu5yugxpbjjus,8,5,9,6,18,9,6,0.4888888888888889,45.0,1.0,0.7333333333333334,0.1866666666666666,10.5658,0.7857305,0.9938375,-0.1169424264765381,1,1,1,1,1,2,2,0,30.694,1,0,1,1,1,1,1,1,1,2,1,0,2,0,0,230.06,1,2,2,1,1,1,1,3,3,3,3,3,3,70.816,2,3,1,21.083,0,1,1,0,0,1,1,2,1,0,0,1,1,0,3,103.48
xvpdzry1jqz4fq3gom48b9c6,6,11,4,8,17,0,12,0.6111111111111112,76.0,0.4533333333333333,0.7142857142857143,0.1866666666666666,1.111915,0.6678854999999999,0.1515575,0.6300962971188966,0,0,1,1,1,1,0,0,30.179,1,2,1,1,2,1,1,0,2,2,1,2,1,0,0,114.445,1,4,2,1,1,1,1,1,3,3,3,4,3,56.648,4,4,4,8.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57.197
y0m7gu1o0uy9u4nmziwujofk,12,5,3,7,13,8,3,0.5666666666666667,53.0,1.0,0.4594594594594594,0.2,10.6302,0.7801665,0.997236,-0.1221273740753712,1,1,0,0,1,0,0,1,19.59,1,1,1,1,1,2,3,3,0,0,0,1,1,2,0,184.392,2,2,1,2,2,2,1,2,1,2,1,2,2,103.216,2,1,0,27.892,0,1,1,1,1,0,0,1,0,0,1,1,0,1,2,30.537
y20qesh4on6pf8bl4d8xnfxw,3,7,10,7,23,10,7,0.5555555555555556,48.0,0.9791666666666666,0.4390243902439024,0.4133333333333333,8.30753,0.309524,0.3690275,-0.0876919437949809,2,1,3,1,0,1,2,0,44.924,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,149.164,1,3,1,2,3,1,2,3,4,4,3,3,3,84.164,3,2,2,7.973,1,1,1,0,1,0,1,1,1,1,0,0,1,1,3,83.97
y3o44ojrgzutttr3noil3v6m,8,2,16,7,10,2,3,0.5666666666666667,54.0,1.0,0.6571428571428571,0.3066666666666666,11.8434,0.784206,0.9958135,-0.1188793156479466,2,3,2,3,2,1,3,0,27.218,1,0,1,1,0,2,1,1,1,0,1,0,1,0,0,105.82,2,2,2,1,1,3,1,1,1,1,1,1,3,46.752,1,1,1,16.461,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,54.448
y8t2sd3dutbsp5rki7byp72x,4,7,7,7,20,8,6,0.5555555555555556,49.0,0.7708333333333334,0.902439024390244,0.2133333333333333,3.27788,0.3024624999999999,0.9425775,-0.5141320760778771,1,1,1,1,1,1,1,0,25.012,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,83.556,1,2,2,2,2,1,2,2,3,4,3,3,3,65.607,2,2,2,7.59,1,0,0,1,0,1,1,1,0,0,0,1,1,1,2,46.658
ycz8oq9t09kjdd31e6iws4zh,8,11,11,9,15,10,9,0.4,43.0,0.7619047619047619,0.7659574468085106,0.2533333333333333,2.19429,0.454321,0.858472,-0.3078558462758409,1,2,2,2,1,2,1,0,20.598,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,36.165,2,3,2,2,2,1,2,2,2,2,2,2,3,31.676,3,3,3,7.487,1,1,1,1,0,1,1,1,0,0,1,1,0,1,3,35.307
yfnacg4i0v7jifyfakxjbd1q,3,5,2,8,18,14,6,0.3444444444444444,36.0,0.0,0.9814814814814816,0.32,0.208093,0.1928969999999999,0.259065,-0.1464016886375403,0,0,1,0,0,1,0,0,58.126,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,181.933,2,2,3,1,2,2,1,2,3,2,3,3,3,139.597,2,2,2,12.813,2,1,0,1,1,1,0,1,2,0,2,1,1,1,3,77.845
yjylqgzycho9i25v2kjx1lo0,2,9,14,6,19,18,6,0.6333333333333333,57.0,0.9642857142857144,0.2727272727272727,0.2533333333333333,12.9793,0.2403255,0.275209,-0.0676647246692511,3,2,2,3,1,1,2,0,36.246,0,1,1,0,1,0,0,0,1,2,1,2,1,1,0,141.515,2,1,2,1,2,1,2,2,3,3,2,4,3,72.972,2,2,2,19.718,1,1,1,2,1,1,2,1,2,1,2,1,1,1,3,65.917
ym6mi7m98bwg02h1q56c9brf,0,5,3,7,19,1,4,0.5,45.0,0.9772727272727272,0.5333333333333333,0.4266666666666667,5.65359,0.892112,0.458761,0.3207932944103554,1,0,1,1,0,0,0,0,37.043,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,132.907,2,2,2,1,2,2,2,3,3,2,3,2,3,62.164,2,0,2,11.073,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,69.848
ypz0pdffitn3le2tum2n6vhx,11,1,1,8,12,6,3,0.4,45.0,0.4444444444444444,0.7045454545454546,0.4,2.180235,0.4974695,0.400862,0.1075410357980322,0,0,1,0,0,0,0,0,19.836,1,0,1,1,1,1,2,2,0,0,0,0,3,0,0,99.124,1,3,2,2,1,1,1,1,2,2,2,2,3,56.515,1,1,1,7.932,0,0,0,0,0,2,0,1,2,0,0,1,0,0,3,55.75
yr5vu6xys2fnolxie1e30c7h,8,1,4,8,18,2,4,0.5222222222222223,43.0,1.0,0.2978723404255319,0.28,9.59859,0.709497,0.436064,0.2386891662687539,1,0,1,1,0,1,0,0,22.787,1,0,1,1,0,1,1,1,1,0,0,0,2,0,0,62.289,2,2,2,2,2,2,1,2,2,3,3,3,3,34.276,2,1,1,16.569,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,41.845
yrfvdu0d1fl5g8994ej278vz,6,5,16,8,18,13,8,0.6777777777777778,55.0,0.8518518518518519,0.7142857142857143,0.2266666666666666,5.900415000000001,0.2860465,0.76747,-0.4569681632893267,2,2,3,3,1,3,2,0,22.645,0,1,1,0,1,0,3,1,0,0,2,1,1,0,0,83.092,2,2,3,1,1,2,2,1,3,2,3,4,3,47.536,3,2,3,6.754,1,1,0,1,2,0,2,1,0,0,2,1,1,1,3,44.051
yy3a6xvbwcgzufjmpng6wb3d,6,4,5,6,16,12,7,0.4777777777777778,45.0,1.0,0.8409090909090909,0.3466666666666667,10.6928,0.774844,0.9765445,-0.1151660525348887,1,0,2,1,0,1,0,0,29.004,0,0,1,2,1,0,1,1,1,1,0,1,1,0,0,99.834,1,2,2,1,1,2,1,2,3,2,2,3,3,44.184,2,3,2,13.159,1,1,0,1,0,1,1,2,1,1,1,1,1,0,2,45.44
z2y2avzhhdgfqg8idm03titm,10,14,14,8,16,9,7,0.6,54.0,0.9814814814814816,0.6285714285714286,0.2,8.013355,0.4823015,0.985131,-0.3426593727479799,3,2,3,2,1,2,1,0,41.1,1,1,1,2,2,2,2,1,1,3,3,1,1,3,2,33.068,1,4,1,2,2,1,3,2,2,2,2,2,2,37.532,4,3,0,17.003,1,1,0,1,0,1,1,0,1,0,1,1,1,0,2,37.857
z4quosqgyjnj8vmg4rc84q3i,0,0,2,5,19,2,2,0.5777777777777777,42.0,1.0,0.5833333333333333,0.28,10.70205,0.7657134999999999,0.885323,-0.0724450973676233,0,0,1,0,0,1,0,0,18.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.987,1,2,1,1,1,1,1,1,4,4,3,4,3,61.615,1,0,1,6.802,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,52.127
z8a14walv6et4id5gwsv4s7t,1,4,6,4,13,0,5,0.6,56.0,0.9464285714285714,0.9696969696969696,0.1733333333333333,4.16187,0.932875,0.964128,-0.0164749344096978,1,1,1,1,0,2,0,0,45.76,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,199.295,1,1,1,1,1,2,1,1,2,2,2,2,3,83.232,2,2,1,15.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59.151
zakt1hcsgy0eh24ehvvxnf3b,2,3,0,6,17,9,6,0.5111111111111111,43.0,1.0,0.5319148936170213,0.32,4.758465,0.9465875,0.8565754999999999,0.0499189479819628,0,0,0,0,0,0,0,0,14.285,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,53.749,2,2,1,1,2,2,1,2,3,2,2,3,3,36.068,2,2,2,7.593,0,0,0,1,1,0,1,0,1,1,1,1,1,1,3,30.559
zaz4ydbrsd4x6rstq0t1d95s,12,12,15,9,17,14,7,0.5888888888888889,56.0,0.8181818181818182,0.8529411764705882,0.2133333333333333,2.821885,0.2999575,0.9533045,-0.5213171707113118,3,2,2,2,1,2,3,1,17.847,2,1,1,2,2,2,3,0,1,3,1,2,2,2,2,37.026,2,2,3,2,1,2,2,3,3,1,3,2,2,32.502,2,2,3,18.716,1,2,0,1,1,1,2,1,0,1,1,2,1,0,1,45.586
zhyatjv91vue1ejply55efv6,20,20,13,8,12,2,7,0.3444444444444444,34.0,0.696969696969697,0.4642857142857143,0.4,0.960533,0.2964805,0.3775015,-0.120212409233481,0,3,1,0,3,3,3,1,15.075,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,22.803,1,1,4,2,1,1,1,1,1,1,4,2,2,16.576,1,2,4,7.192,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22.595
zk7jn70yddea3o8731mzpoz6,8,6,10,9,15,13,6,0.4888888888888889,59.0,0.3103448275862069,0.7096774193548387,0.2,-0.4642524999999999,0.5734305,0.1504595,0.5843028636947603,1,2,2,1,1,2,1,0,53.082,1,1,1,1,1,1,2,1,1,1,1,1,1,0,2,166.102,2,3,2,2,2,1,2,2,2,2,1,3,3,92.338,2,2,2,23.391,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,81.255
zoaj7vekc9hzlt1rxkbt1f5h,8,4,13,4,8,6,4,0.6111111111111112,70.0,0.4492753623188406,0.65,0.16,0.4694215,0.459376,0.1487075,0.5108977632183738,2,2,2,1,2,2,2,0,28.918,1,1,2,0,0,1,2,1,0,1,1,1,1,0,3,153.995,1,1,1,1,1,1,1,1,1,1,1,1,3,45.393,1,2,1,11.41,1,0,0,0,1,1,0,0,1,0,1,1,0,0,3,57.347
zs4sf8n0ws77fp0e0a75jflw,9,8,12,5,15,4,10,0.6777777777777778,53.0,0.9807692307692308,0.3243243243243243,0.2533333333333333,6.558,0.791489,0.6504725,0.0977949133870772,2,2,2,3,2,0,1,0,37.0,0,1,1,3,2,2,0,0,0,2,0,1,3,2,0,154.094,1,1,2,1,1,1,1,1,3,3,2,3,3,71.16,3,4,3,15.034,1,0,0,0,0,0,0,1,0,0,1,0,1,0,3,64.876
zwbaaowabh4qdkku0tqsmyc7,12,13,0,9,21,14,8,0.4666666666666667,45.0,0.7333333333333333,0.7954545454545454,0.2666666666666666,1.392305,0.5255835,0.783706,-0.1971470022481659,0,0,0,0,0,0,0,0,127.424,2,3,1,2,2,2,2,1,2,2,2,1,2,1,2,39.506,2,2,2,3,2,2,2,3,4,2,3,3,2,47.854,4,1,3,17.635,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,37.668
zwmgj98ty8oq9j77mhqho8gx,13,11,6,11,15,10,4,0.3666666666666666,33.0,0.9090909090909092,0.9642857142857144,0.2933333333333333,3.91969,0.67583,0.9577625,-0.1725843501362794,1,0,0,1,1,1,2,1,27.625,3,2,2,1,1,2,2,1,1,3,1,2,2,1,2,66.034,3,2,3,3,2,2,1,1,2,2,2,3,2,50.953,2,1,1,11.097,1,0,1,0,2,1,1,1,0,1,1,1,0,0,3,54.923
